pref,week_JP,in_city,in_pref,out_pref,weeknum
Ibaraki,2021年10月第1週,2.704972361,-2.125588253,-15.373966133,93
Tochigi,2020年1月第1週,0.119675929,-6.199018298,1.426975951,1
Tochigi,2020年1月第2週,-1.137970356,-3.229940818,10.433209199,2
Tochigi,2020年1月第3週,-1.105543919,-2.31393814,8.210048584,3
Tochigi,2020年1月第4週,-1.359978496,-0.104626627,7.203837031,4
Tochigi,2020年1月第5週,-1.221453634,-1.273781422,6.132263398,5
Tochigi,2020年2月第1週,0.81888779,0.073789837,-8.161335619,6
Tochigi,2020年2月第2週,1.840962964,-3.37396244,-8.867775867,7
Tochigi,2020年2月第3週,1.831568039,-3.944337103,-0.569780475,8
Tochigi,2020年2月第4週,3.682947504,-11.678480718,-9.59913147,9
Tochigi,2020年3月第1週,3.653169494,-7.983554223,-17.992833289,10
Tochigi,2020年3月第2週,4.160750536,-8.350844014,-16.831616085,11
Tochigi,2020年3月第3週,3.55445005,-7.029906789,-7.989790392,12
Tochigi,2020年3月第4週,5.104447116,-8.4056779,-23.065871279,13
Tochigi,2020年4月第1週,4.584026411,-8.714952837,-20.128922208,14
Tochigi,2020年4月第2週,7.941849019,-15.92353643,-40.344662727,15
Tochigi,2020年4月第3週,8.725775534,-19.09056153,-41.579084048,16
Tochigi,2020年4月第4週,11.170254373,-23.391950928,-53.91837948,17
Tochigi,2020年4月第5週,17.388045484,-16.935617884,-82.593412852,18
Tochigi,2020年5月第1週,17.354825076,-50.348976542,-74.886019039,19
Tochigi,2020年5月第2週,10.947459778,-21.220871658,-50.947770031,20
Tochigi,2020年5月第3週,10.383938685,-16.607772664,-50.801771819,21
Tochigi,2020年5月第4週,9.018263472,-15.565595662,-47.939372771,22
Tochigi,2020年6月第1週,12.364978513,-27.048279196,-63.626954696,23
Tochigi,2020年6月第2週,12.032928598,-25.243719573,-58.463273157,24
Tochigi,2020年6月第3週,7.082955606,-11.664916657,-31.967960455,25
Tochigi,2020年6月第4週,6.240172318,-9.607364633,-25.42969071,26
Tochigi,2020年7月第1週,4.452956432,-8.527538299,-21.702890739,27
Tochigi,2020年7月第2週,6.419456755,-11.851832221,-38.184492879,28
Tochigi,2020年7月第3週,4.398756201,-5.672079985,-28.022456732,29
Tochigi,2020年7月第4週,5.450831183,-16.492388136,-11.988429072,30
Tochigi,2020年7月第5週,4.68936697,-5.413205805,-33.23962311,31
Tochigi,2020年8月第1週,5.372983665,-4.108774276,-35.272603058,32
Tochigi,2020年8月第2週,8.883284582,-6.857068605,-40.789172979,33
Tochigi,2020年8月第3週,5.331268463,-10.134202405,-27.864873584,34
Tochigi,2020年8月第4週,4.143055139,-7.768515877,-24.87033106,35
Tochigi,2020年9月第1週,4.462922226,-8.412196713,-26.435135942,36
Tochigi,2020年9月第2週,5.336466405,-6.673646702,-32.971113513,37
Tochigi,2020年9月第3週,3.025887994,-0.08524321,-17.502102153,38
Tochigi,2020年9月第4週,3.981508303,-9.433656468,-5.565057705,39
Tochigi,2020年10月第1週,2.696504329,-5.076818058,-10.838092156,40
Tochigi,2020年10月第2週,1.916975205,0.723842959,-7.261670665,41
Tochigi,2020年10月第3週,2.522103743,-2.105555113,-20.133415566,42
Tochigi,2020年10月第4週,1.598779329,3.114892324,-6.036720827,43
Tochigi,2020年10月第5週,3.140214045,-5.648757463,-20.87777366,44
Tochigi,2020年11月第1週,2.931598384,-6.127219394,-13.052400806,45
Tochigi,2020年11月第2週,2.690254418,-5.202091532,-11.529429893,46
Tochigi,2020年11月第3週,2.17220521,-2.382858049,-1.02872034,47
Tochigi,2020年11月第4週,3.421373557,-8.201073291,-4.689005662,48
Tochigi,2020年12月第1週,3.122187831,-5.873489923,-15.192947684,49
Tochigi,2020年12月第2週,3.853423051,-6.072306108,-16.346448979,50
Tochigi,2020年12月第3週,3.846837926,-5.367489267,-21.016814524,51
Tochigi,2020年12月第4週,4.2607719,-4.199530151,-28.350711428,52
Tochigi,2020年12月第5週,7.28056062,-8.055162922,-41.777974436,53
Tochigi,2021年1月第1週,6.960976877,11.022540604,-62.908528478,54
Tochigi,2021年1月第2週,7.686021542,-20.865365065,-38.595568462,55
Tochigi,2021年1月第3週,7.094315867,-13.726038088,-44.053374848,56
Tochigi,2021年1月第4週,6.902527022,-13.26715297,-38.964916292,57
Tochigi,2021年2月第1週,5.609611292,-11.767156382,-34.970664691,58
Tochigi,2021年2月第2週,5.962883307,-12.965714198,-31.076597926,59
Tochigi,2021年2月第3週,4.959536118,-7.658431787,-30.363163811,60
Tochigi,2021年2月第4週,6.443014393,-13.988794093,-29.51736985,61
Tochigi,2021年3月第1週,4.808406296,-9.345352667,-27.329672528,62
Tochigi,2021年3月第2週,4.585356946,-9.981657452,-24.351566143,63
Tochigi,2021年3月第3週,4.92514704,-11.002139288,-20.19688985,64
Tochigi,2021年3月第4週,4.161466119,-6.614958072,-23.465264945,65
Tochigi,2021年4月第1週,5.052096586,-7.813222178,-21.189112722,66
Tochigi,2021年4月第2週,3.17108861,-6.08190339,-17.153571796,67
Tochigi,2021年4月第3週,3.879638813,-6.987136621,-21.045269219,68
Tochigi,2021年4月第4週,4.382039541,-5.306749513,-22.729182785,69
Tochigi,2021年4月第5週,6.165171357,-12.965218305,-21.166077857,70
Tochigi,2021年5月第1週,9.919394914,1.746536717,-57.674542417,71
Tochigi,2021年5月第2週,4.366414685,-1.69675568,-31.295900823,72
Tochigi,2021年5月第3週,6.887126606,-8.809971065,-34.788985943,73
Tochigi,2021年5月第4週,6.845189203,-5.342477402,-33.039155205,74
Tochigi,2021年6月第1週,6.410992037,-6.25257946,-34.432526885,75
Tochigi,2021年6月第2週,5.625054885,-7.068525471,-29.143546995,76
Tochigi,2021年6月第3週,6.084871199,-7.4588425,-32.284320668,77
Tochigi,2021年6月第4週,5.856188332,-7.434762406,-32.482312588,78
Tochigi,2021年7月第1週,6.038588126,-7.569323327,-32.599042369,79
Tochigi,2021年7月第2週,3.645563287,-7.151410081,-20.25587705,80
Tochigi,2021年7月第3週,4.040828409,-5.14880843,-24.504459986,81
Tochigi,2021年7月第4週,2.114794928,-7.569857414,6.220847367,82
Tochigi,2021年7月第5週,3.422572306,-6.796043312,-21.497553766,83
Tochigi,2021年8月第1週,4.08416592,-8.063655455,-21.177292188,84
Tochigi,2021年8月第2週,7.974919935,-25.100776886,-22.819685285,85
Tochigi,2021年8月第3週,8.62334054,8.824145439,-58.065324092,86
Tochigi,2021年8月第4週,5.773900922,-12.683000817,-27.978110559,87
Tochigi,2021年9月第1週,5.406801965,-14.209763429,-39.018234088,88
Tochigi,2021年9月第2週,5.187521365,-13.59048464,-27.233726574,89
Tochigi,2021年9月第3週,5.043203839,-9.7427265770000009,-29.531300285,90
Tochigi,2021年9月第4週,4.607544635,-10.38500395,-22.899811187,91
Tochigi,2021年9月第5週,2.961650733,-5.480483964,-25.685171563,92
Tochigi,2021年10月第1週,2.780588971,-6.468342398,-6.005801018,93
Nagano,2020年1月第1週,-0.529734051,-5.721829076,2.324830597,1
Nagano,2020年1月第2週,-2.831149543,-3.165716855,6.940394392,2
Nagano,2020年1月第3週,-2.707943741,-1.424666483,4.215343109,3
Nagano,2020年1月第4週,-3.055282064,0.72012406,3.069890287,4
Nagano,2020年1月第5週,-2.41147868,-1.283563927,4.0511705,5
Nagano,2020年2月第1週,1.404795066,-2.516698099,-14.793108783,6
Nagano,2020年2月第2週,1.736820471,-4.193513805,-10.880022521,7
Nagano,2020年2月第3週,1.310081744,-2.599509672,11.285018564,8
Nagano,2020年2月第4週,3.260774924,-10.669610796,-6.223707747,9
Nagano,2020年3月第1週,3.211845978,-6.600707714,-20.851468078,10
Nagano,2020年3月第2週,3.675255624,-4.762616682,-22.621520961,11
Nagano,2020年3月第3週,3.928307772,-5.57835706,-5.597346501,12
Nagano,2020年3月第4週,4.822001235,-8.846205231,-28.085301616,13
Nagano,2020年4月第1週,3.22586882,-8.067220411,-27.577856627,14
Nagano,2020年4月第2週,7.831288944,-18.140365162,-55.732232442,15
Nagano,2020年4月第3週,8.467332295,-20.803302294,-60.781381758,16
Nagano,2020年4月第4週,10.805666539,-24.493116332,-72.863765016,17
Nagano,2020年4月第5週,17.275179194,-25.075448049,-93.329563134,18
Nagano,2020年5月第1週,17.716215204,-49.859124086,-89.007690772,19
Nagano,2020年5月第2週,11.572330986,-20.294099045,-67.322193912,20
Nagano,2020年5月第3週,11.117630111,-16.889660441,-70.73434457,21
Nagano,2020年5月第4週,9.392182412,-14.850552791,-67.683295197,22
Nagano,2020年6月第1週,12.649681754,-26.675780856,-82.864519731,23
Nagano,2020年6月第2週,11.898326073,-24.413792782,-78.193231441,24
Nagano,2020年6月第3週,6.977099474,-10.330802521,-45.510493352,25
Nagano,2020年6月第4週,6.023998994,-9.64229928,-38.896996783,26
Nagano,2020年7月第1週,3.788830935,-6.530960213,-35.673691791,27
Nagano,2020年7月第2週,6.455024695,-13.529691827,-61.225642206,28
Nagano,2020年7月第3週,3.937112965,-3.87715046,-51.602806142,29
Nagano,2020年7月第4週,4.241899967,-12.363106123,-12.038450248,30
Nagano,2020年7月第5週,4.320158621,-4.97272329,-52.770891229,31
Nagano,2020年8月第1週,5.937637452,-5.150900377,-50.564690032,32
Nagano,2020年8月第2週,7.153520593,-6.024923304,-51.971270342,33
Nagano,2020年8月第3週,4.26310655,-8.21197287,-45.412673304,34
Nagano,2020年8月第4週,4.286396694,-8.267498189,-35.47435297,35
Nagano,2020年9月第1週,4.838489494,-6.781181878,-42.275597054,36
Nagano,2020年9月第2週,6.940653549,-7.716778792,-49.118051401,37
Nagano,2020年9月第3週,4.644945369,-0.206317826,-10.022329615,38
Nagano,2020年9月第4週,4.814580884,-8.452608319,17.412657405,39
Nagano,2020年10月第1週,3.2729198,-3.544744826,-9.89142258,40
Nagano,2020年10月第2週,2.505732768,0.503177752,-5.958725051,41
Nagano,2020年10月第3週,3.083899126,-1.965650365,-10.412893024,42
Nagano,2020年10月第4週,2.939104419,1.568257969,-10.447621579,43
Nagano,2020年10月第5週,3.761267153,-2.554733517,-20.394804749,44
Nagano,2020年11月第1週,3.625450202,-5.491369531,-15.031021691,45
Nagano,2020年11月第2週,3.998662524,-5.717285913,-7.083487015,46
Nagano,2020年11月第3週,3.489733616,-4.408040668,0.197527198,47
Nagano,2020年11月第4週,4.417240781,-8.784434861,0.581576036,48
Nagano,2020年12月第1週,3.86784917,-7.077226766,-18.267817971,49
Nagano,2020年12月第2週,4.254410885,-6.234724557,-20.535496784,50
Nagano,2020年12月第3週,4.102045487,-5.739961473,-18.777468245,51
Nagano,2020年12月第4週,3.881363493,-3.320989712,-41.962717815,52
Nagano,2020年12月第5週,7.289756685,-6.977783898,-47.407774456,53
Nagano,2021年1月第1週,6.250057428,-0.330809598,-76.854139314,54
Nagano,2021年1月第2週,7.08028644,-16.590333363,-52.133110005,55
Nagano,2021年1月第3週,6.658236673,-8.589531551,-54.233668605,56
Nagano,2021年1月第4週,6.842330669,-8.044878525,-51.097816759,57
Nagano,2021年2月第1週,5.30160309,-7.815474683,-49.356800236,58
Nagano,2021年2月第2週,6.503057106,-12.536885387,-46.126449307,59
Nagano,2021年2月第3週,5.049121662,-5.616471622,-44.76889509,60
Nagano,2021年2月第4週,6.263982688,-10.567574251,-38.486831643,61
Nagano,2021年3月第1週,4.456167583,-6.927009259,-37.995536542,62
Nagano,2021年3月第2週,3.55915467,-3.256778056,-24.632094822,63
Nagano,2021年3月第3週,4.049815562,-4.462164407,-25.037388494000002,64
Nagano,2021年3月第4週,4.227832126,-1.740316101,-28.629730364,65
Nagano,2021年4月第1週,5.11199417,-8.366761798,-23.365466522,66
Nagano,2021年4月第2週,2.781767551,-5.945211922,-11.391582523,67
Nagano,2021年4月第3週,4.348666851,-8.070909017,-26.666534103,68
Nagano,2021年4月第4週,5.220860881,-10.053164479,-34.250450215,69
Nagano,2021年4月第5週,7.220966948,-15.692278894,-24.196725203,70
Nagano,2021年5月第1週,10.734023481,-5.168247578,-69.688258282,71
Nagano,2021年5月第2週,5.389887202,-2.769486763,-44.501829075,72
Nagano,2021年5月第3週,8.105056027,-9.040013657,-47.326147208,73
Nagano,2021年5月第4週,8.211230846,-7.893042146,-48.855506437,74
Nagano,2021年6月第1週,7.478055838,-8.701755286,-48.559107257,75
Nagano,2021年6月第2週,6.785629798,-8.178803771,-42.956817012,76
Nagano,2021年6月第3週,6.61190667,-6.736488817,-44.590092786,77
Nagano,2021年6月第4週,6.675095564,-8.508991276,-42.648930334,78
Nagano,2021年7月第1週,6.503238829,-9.350600962,-46.849655956,79
Nagano,2021年7月第2週,3.425813326,-3.581057801,-28.437877826,80
Nagano,2021年7月第3週,4.243905658,-4.197599251,-38.222536703,81
Nagano,2021年7月第4週,1.688786343,-1.874461118,39.270930842,82
Nagano,2021年7月第5週,2.11591546,-2.45031248,-27.239368013,83
Nagano,2021年8月第1週,3.125195594,-0.122217743,-19.831096508,84
Nagano,2021年8月第2週,7.701943545,-19.692171063,-17.92411743,85
Nagano,2021年8月第3週,6.754040089,-1.289500687,-76.524709031,86
Nagano,2021年8月第4週,3.412746034,-6.73168259,-43.421739514,87
Nagano,2021年9月第1週,3.907255055,-9.998208608,-47.751981706,88
Nagano,2021年9月第2週,3.861385751,-8.222466234,-37.936073807,89
Nagano,2021年9月第3週,4.539466316,-7.833145083,-35.06693056,90
Nagano,2021年9月第4週,4.534406006,-9.625433242,-17.204633367,91
Nagano,2021年9月第5週,1.978539384,-1.322403663,-24.266173361,92
Nagano,2021年10月第1週,2.163478819,-2.807078686,0.535070965,93
Shizuoka,2020年1月第1週,-0.935138236,0.378622096,12.501785642,1
Shizuoka,2020年1月第2週,-2.324156265,1.072367486,18.541009603,2
Shizuoka,2020年1月第3週,-2.233952493,1.522140106,12.775233795,3
Shizuoka,2020年1月第4週,-1.719628141,0.196065183,10.986246133,4
Shizuoka,2020年1月第5週,-1.561925242,1.586095287,12.772915052,5
Shizuoka,2020年2月第1週,0.586686129,1.315456939,-12.477386239,6
Shizuoka,2020年2月第2週,1.339534056,-2.024183424,-5.950712906,7
Shizuoka,2020年2月第3週,0.328520316,0.689101781,5.102008693,8
Shizuoka,2020年2月第4週,2.692567595,-6.943666647,-11.740805258,9
Shizuoka,2020年3月第1週,3.559198732,-6.516634635,-21.545681183,10
Shizuoka,2020年3月第2週,4.023875794,-7.426317453,-23.911544843,11
Shizuoka,2020年3月第3週,3.589122887,-4.582393534,-7.862027385,12
Shizuoka,2020年3月第4週,4.616536556,-6.342159445,-29.78669295,13
Shizuoka,2020年4月第1週,3.943176975,-7.938008262,-29.43814881,14
Shizuoka,2020年4月第2週,8.861907861,-18.382041666,-51.936853437,15
Shizuoka,2020年4月第3週,9.670033448,-20.313421125,-51.794800167,16
Shizuoka,2020年4月第4週,12.502612716,-25.919151747,-64.307413842,17
Shizuoka,2020年4月第5週,18.368128072,-21.194412559,-89.189899689,18
Shizuoka,2020年5月第1週,19.32709356,-52.47101691,-85.607450736,19
Shizuoka,2020年5月第2週,11.855259082,-21.921394856,-64.524155147,20
Shizuoka,2020年5月第3週,10.415021375,-16.576684825,-63.21048257,21
Shizuoka,2020年5月第4週,8.927241582,-14.696650121,-59.816761227,22
Shizuoka,2020年6月第1週,12.475702526,-24.978767456,-77.08257531,23
Shizuoka,2020年6月第2週,12.207147025,-23.960285806,-73.759089999,24
Shizuoka,2020年6月第3週,7.23446659,-10.242128464,-45.938572368,25
Shizuoka,2020年6月第4週,6.20352004,-9.022762457,-36.221523228,26
Shizuoka,2020年7月第1週,4.211058063,-7.896003424,-33.721962821,27
Shizuoka,2020年7月第2週,6.20011102,-10.054103436,-50.311721845,28
Shizuoka,2020年7月第3週,3.732610336,-1.81860385,-41.692553331,29
Shizuoka,2020年7月第4週,5.072752955,-11.312460732,-18.597513843,30
Shizuoka,2020年7月第5週,5.040958819,-6.274441814,-49.580277484,31
Shizuoka,2020年8月第1週,6.574880931,-6.053397281,-47.823654603,32
Shizuoka,2020年8月第2週,8.388119094,-3.447950344,-47.797772532,33
Shizuoka,2020年8月第3週,5.685251477,-7.457676415,-42.332827544,34
Shizuoka,2020年8月第4週,4.093544971,-6.175196049,-37.261867463,35
Shizuoka,2020年9月第1週,4.580927484,-6.465679164,-34.041152221,36
Shizuoka,2020年9月第2週,6.141440089,-7.924434096,-41.800307896,37
Shizuoka,2020年9月第3週,4.24221501,-2.819633414,-23.014148961,38
Shizuoka,2020年9月第4週,4.769899386,-9.115766989,-7.236581812,39
Shizuoka,2020年10月第1週,3.145120913,-6.011244527,-22.64485155,40
Shizuoka,2020年10月第2週,1.970080097,-0.996168556,-19.646691964,41
Shizuoka,2020年10月第3週,3.286111453,-2.469192366,-29.398866489,42
Shizuoka,2020年10月第4週,2.762211028,0.35302362,-21.304282444,43
Shizuoka,2020年10月第5週,3.553326616,-5.142348929,-24.235954419,44
Shizuoka,2020年11月第1週,2.940751238,-4.245442576,-22.950459775,45
Shizuoka,2020年11月第2週,2.72495574,-3.461836163,-20.095678577,46
Shizuoka,2020年11月第3週,2.884434877,-3.375353317,-14.851151533,47
Shizuoka,2020年11月第4週,3.736912909,-7.772333333,-11.346425297,48
Shizuoka,2020年12月第1週,3.428662425,-5.645413582,-22.284323574,49
Shizuoka,2020年12月第2週,4.061860354,-7.172553328,-25.705969956,50
Shizuoka,2020年12月第3週,4.0417225,-6.524150652,-23.806501261,51
Shizuoka,2020年12月第4週,4.540670955,-3.637344184,-38.563082311,52
Shizuoka,2020年12月第5週,7.590084129,-5.386611603,-49.052668356,53
Shizuoka,2021年1月第1週,5.406563891,15.471231887,-69.917912731,54
Shizuoka,2021年1月第2週,5.692983655,-10.089506981,-45.002243274,55
Shizuoka,2021年1月第3週,4.8038908,-3.737486847,-50.574846382,56
Shizuoka,2021年1月第4週,5.697916205,-7.272408322,-49.691603646,57
Shizuoka,2021年2月第1週,4.664558103,-6.359250596,-45.002013314,58
Shizuoka,2021年2月第2週,5.271674396,-7.841691323,-41.954925788,59
Shizuoka,2021年2月第3週,3.951162257,-2.41864786,-39.067158235,60
Shizuoka,2021年2月第4週,5.281189095,-7.63755224,-41.46214425,61
Shizuoka,2021年3月第1週,3.792489837,-4.172218946,-40.082336197,62
Shizuoka,2021年3月第2週,3.193770098,-3.67483305,-30.948774133,63
Shizuoka,2021年3月第3週,3.795997068,-5.770878072,-26.082402075,64
Shizuoka,2021年3月第4週,2.958131834,-0.084358038,-25.235755201,65
Shizuoka,2021年4月第1週,3.707964432,-3.919468049,-30.355948086,66
Shizuoka,2021年4月第2週,1.94357788,-1.57461198,-26.084164909,67
Shizuoka,2021年4月第3週,3.549134121,-4.179072975,-31.50516905,68
Shizuoka,2021年4月第4週,3.765532329,-2.092303549,-33.914532892,69
Shizuoka,2021年4月第5週,5.545742353,-7.322367605,-30.167891005,70
Shizuoka,2021年5月第1週,9.591499124,5.132010704,-63.561797601,71
Shizuoka,2021年5月第2週,4.063575413,-0.159896144,-44.432148175,72
Shizuoka,2021年5月第3週,6.533237598,-4.962906331,-47.388892978,73
Shizuoka,2021年5月第4週,6.167615709,-3.350905876,-48.004602047,74
Shizuoka,2021年6月第1週,6.038523765,-5.336700426,-48.994698597,75
Shizuoka,2021年6月第2週,5.214333405,-4.077739122,-40.822384247,76
Shizuoka,2021年6月第3週,5.663642722,-4.918554571,-46.511145842,77
Shizuoka,2021年6月第4週,5.272314975,-4.710463221,-42.540113662,78
Shizuoka,2021年7月第1週,5.91383602,-7.472044332,-50.637801045,79
Shizuoka,2021年7月第2週,2.069660672,-0.647490709,-27.72594462,80
Shizuoka,2021年7月第3週,3.251699695,-0.80611832,-38.214310841,81
Shizuoka,2021年7月第4週,1.182738529,0.296910557,1.270733929,82
Shizuoka,2021年7月第5週,1.675156145,0.940766943,-25.395667082,83
Shizuoka,2021年8月第1週,2.451601451,-1.005234362,-30.678050629,84
Shizuoka,2021年8月第2週,7.723612586,-20.456006806,-25.420349335,85
Shizuoka,2021年8月第3週,6.552812413,9.781385069,-64.129356237,86
Shizuoka,2021年8月第4週,5.6624489670000004,-10.783113386,-44.276315772,87
Shizuoka,2021年9月第1週,4.533086406,-10.607328187,-45.164437174,88
Shizuoka,2021年9月第2週,5.399601907,-12.601208744,-42.186346613,89
Shizuoka,2021年9月第3週,6.060600765,-12.822614297,-43.784598284,90
Shizuoka,2021年9月第4週,6.450161429,-16.347851156,-34.223791872,91
Shizuoka,2021年9月第5週,3.45881001,-6.518534258,-39.282656114,92
Shizuoka,2021年10月第1週,2.378066976,-6.480440143,-21.738793407,93
